name	class_name	signature	hover
get_datetime_string_from_datetime_dict	Time	get_datetime_string_from_datetime_dict(datetime: Dictionary, use_space: bool) -> String	Converts the given dictionary of keys to an ISO 8601 date and time string (YYYY-MM-DDTHH:MM:SS). The given dictionary can be populated with the following keys: [code]year[/code], [code]month[/code], [code]day[/code], [code]hour[/code], [code]minute[/code], and [code]second[/code]. Any other entries (including [code]dst[/code]) are ignored. If the dictionary is empty, [code]0[/code] is returned. If some keys are omitted, they default to the equivalent values for the Unix epoch timestamp 0 (1970-01-01 at 00:00:00). If [param use_space] is [code]true[/code], the date and time bits are separated by an empty space character instead of the letter T.
get_datetime_string_from_system	Time	get_datetime_string_from_system(utc: bool = false, use_space: bool = false) -> String	Returns the current date and time as an ISO 8601 date and time string (YYYY-MM-DDTHH:MM:SS). The returned values are in the system's local time when [param utc] is [code]false[/code], otherwise they are in UTC. If [param use_space] is [code]true[/code], the date and time bits are separated by an empty space character instead of the letter T.
get_datetime_string_from_unix_time	Time	get_datetime_string_from_unix_time(unix_time_val: int, use_space: bool = false) -> String	Converts the given Unix timestamp to an ISO 8601 date and time string (YYYY-MM-DDTHH:MM:SS). If [param use_space] is [code]true[/code], the date and time bits are separated by an empty space character instead of the letter T.
get_db	AudioEffectFilter	get_db() -> enum::AudioEffectFilter.FilterDB	Adds a filter to the audio bus.
get_deadzone	ScrollContainer	get_deadzone() -> int	A container used to provide scrollbars to a child control when needed.
get_debug_color	CollisionPolygon3D	get_debug_color() -> Color	A node that provides a thickened polygon shape (a prism) to a [CollisionObject3D] parent.
get_debug_color	CollisionShape2D	get_debug_color() -> Color	A node that provides a [Shape2D] to a [CollisionObject2D] parent.
get_debug_color	CollisionShape3D	get_debug_color() -> Color	A node that provides a [Shape3D] to a [CollisionObject3D] parent.
get_debug_custom_color	Path3D	get_debug_custom_color() -> Color	Contains a [Curve3D] path for [PathFollow3D] nodes to follow.
get_debug_draw	Viewport	get_debug_draw() -> enum::Viewport.DebugDraw	Abstract base class for viewports. Encapsulates drawing and interaction with a game world.
get_debug_enabled	NavigationAgent2D	get_debug_enabled() -> bool	A 2D agent used to pathfind to a position while avoiding obstacles.
get_debug_enabled	NavigationAgent3D	get_debug_enabled() -> bool	A 3D agent used to pathfind to a position while avoiding obstacles.
get_debug_enabled	NavigationServer2D	get_debug_enabled() -> bool	Returns [code]true[/code] when the NavigationServer has debug enabled.
get_debug_enabled	NavigationServer3D	get_debug_enabled() -> bool	Returns [code]true[/code] when the NavigationServer has debug enabled.
get_debug_mesh	Shape3D	get_debug_mesh() -> ArrayMesh	Returns the [ArrayMesh] used to draw the debug collision for this [Shape3D].
get_debug_path_custom_color	NavigationAgent2D	get_debug_path_custom_color() -> Color	A 2D agent used to pathfind to a position while avoiding obstacles.
get_debug_path_custom_color	NavigationAgent3D	get_debug_path_custom_color() -> Color	A 3D agent used to pathfind to a position while avoiding obstacles.
get_debug_path_custom_line_width	NavigationAgent2D	get_debug_path_custom_line_width() -> float	A 2D agent used to pathfind to a position while avoiding obstacles.
get_debug_path_custom_point_size	NavigationAgent2D	get_debug_path_custom_point_size() -> float	A 2D agent used to pathfind to a position while avoiding obstacles.
get_debug_path_custom_point_size	NavigationAgent3D	get_debug_path_custom_point_size() -> float	A 3D agent used to pathfind to a position while avoiding obstacles.
get_debug_shape_custom_color	RayCast3D	get_debug_shape_custom_color() -> Color	A ray in 3D space, used to find the first collision object it intersects.
get_debug_shape_custom_color	ShapeCast3D	get_debug_shape_custom_color() -> Color	A 3D shape that sweeps a region of space to detect [CollisionObject3D]s.
get_debug_shape_thickness	RayCast3D	get_debug_shape_thickness() -> int	A ray in 3D space, used to find the first collision object it intersects.
get_debug_use_custom	NavigationAgent2D	get_debug_use_custom() -> bool	A 2D agent used to pathfind to a position while avoiding obstacles.
get_debug_use_custom	NavigationAgent3D	get_debug_use_custom() -> bool	A 3D agent used to pathfind to a position while avoiding obstacles.
get_default_base_scale	Theme	get_default_base_scale() -> float	A resource used for styling/skinning [Control]s and [Window]s.
get_default_blend_time	AnimationPlayer	get_default_blend_time() -> float	A node used for animation playback.
get_default_canvas_item_texture_filter	Viewport	get_default_canvas_item_texture_filter() -> enum::Viewport.DefaultCanvasItemTextureFilter	Abstract base class for viewports. Encapsulates drawing and interaction with a game world.
get_default_canvas_item_texture_repeat	Viewport	get_default_canvas_item_texture_repeat() -> enum::Viewport.DefaultCanvasItemTextureRepeat	Abstract base class for viewports. Encapsulates drawing and interaction with a game world.
get_default_clear_color	RenderingServer	get_default_clear_color() -> Color	Returns the default clear color which is used when a specific clear color has not been selected. See also [method set_default_clear_color].
get_default_color	Line2D	get_default_color() -> Color	A 2D polyline that can optionally be textured.
get_default_compute_heuristic	AStarGrid2D	get_default_compute_heuristic() -> enum::AStarGrid2D.Heuristic	An implementation of A* for finding the shortest path between two points on a partial 2D grid.
get_default_cursor_shape	Control	get_default_cursor_shape() -> enum::Control.CursorShape	Base class for all GUI controls. Adapts its position and size based on its parent control.
get_default_estimate_heuristic	AStarGrid2D	get_default_estimate_heuristic() -> enum::AStarGrid2D.Heuristic	An implementation of A* for finding the shortest path between two points on a partial 2D grid.
get_default_font	Theme	get_default_font() -> Font	A resource used for styling/skinning [Control]s and [Window]s.
get_default_font_size	Theme	get_default_font_size() -> int	A resource used for styling/skinning [Control]s and [Window]s.
get_default_input_port	VisualShaderNode	get_default_input_port(type: enum::VisualShaderNode.PortType) -> int	Returns the input port which should be connected by default when this node is created as a result of dragging a connection from an existing node to the empty space on the graph.
get_default_input_values	VisualShaderNode	get_default_input_values() -> Array	Returns an [Array] containing default values for all of the input ports of the node in the form [code][index0, value0, index1, value1, ...][/code].
get_default_interface	MultiplayerAPI	get_default_interface() -> StringName	Returns the default MultiplayerAPI implementation class name. This is usually [code]"SceneMultiplayer"[/code] when [SceneMultiplayer] is available. See [method set_default_interface].
get_default_slot	EditorDock	get_default_slot() -> enum::EditorDock.DockSlot	Dockable container for the editor.
get_default_texture_parameter	Shader	get_default_texture_parameter(name: StringName, index: int = 0) -> Texture	Returns the texture that is set as default for the specified parameter. [b]Note:[/b] [param name] must match the name of the uniform in the code exactly. [b]Note:[/b] If the sampler array is used use [param index] to access the specified texture.
get_default_theme	ThemeDB	get_default_theme() -> Theme	Returns a reference to the default engine [Theme]. This theme resource is responsible for the out-of-the-box look of [Control] nodes and cannot be overridden.
get_default_value	VisualShaderNodeBooleanParameter	get_default_value() -> bool	A boolean parameter to be used within the visual shader graph.
get_default_value	VisualShaderNodeColorParameter	get_default_value() -> Color	A [Color] parameter to be used within the visual shader graph.
get_default_value	VisualShaderNodeFloatParameter	get_default_value() -> float	A scalar float parameter to be used within the visual shader graph.
get_default_value	VisualShaderNodeIntParameter	get_default_value() -> int	A visual shader node for shader parameter (uniform) of type [int].
get_default_value	VisualShaderNodeTransformParameter	get_default_value() -> Transform3D	A [Transform3D] parameter for use within the visual shader graph.
get_default_value	VisualShaderNodeUIntParameter	get_default_value() -> int	A visual shader node for shader parameter (uniform) of type unsigned [int].
get_default_value	VisualShaderNodeVec2Parameter	get_default_value() -> Vector2	A [Vector2] parameter to be used within the visual shader graph.
get_default_value	VisualShaderNodeVec3Parameter	get_default_value() -> Vector3	A [Vector3] parameter to be used within the visual shader graph.
get_default_value	VisualShaderNodeVec4Parameter	get_default_value() -> Vector4	A 4D vector parameter to be used within the visual shader graph.
get_delimiter_end_key	CodeEdit	get_delimiter_end_key(delimiter_index: int) -> String	Gets the end key for a string or comment region index.
